name,year,month,lue,t_opt,t1,t2,t,W
Everglades,2017,1,2.6323643540929855,21.05603219019402,0.9994372237873406,0.9912235531162353,21.05603219019402,1.062867450827158
Everglades,2017,2,2.3054563326190536,21.05603219019402,0.9994372237873406,0.996574757031021,22.09300833627915,0.9258740332470334
Everglades,2017,3,1.9611934733728218,21.05603219019402,0.9994372237873406,0.9965159239584438,22.278349708251707,0.7876633906404404
Everglades,2017,4,2.0615595689965582,21.05603219019402,0.9994372237873406,0.9635495991756867,24.76629423489952,0.8563259023205895
Everglades,2017,5,2.0667584895988407,21.05603219019402,0.9994372237873406,0.8790414559914805,26.92404360245053,0.9409510534401841
Everglades,2017,6,3.1162624804378165,21.05603219019402,0.9994372237873406,0.8314720122777898,27.761140191939724,1.5
Everglades,2017,7,2.963433617098257,21.05603219019402,0.9994372237873406,0.7906947314829904,28.38487757305052,1.5
Everglades,2017,8,2.7008107335643894,21.05603219019402,0.9994372237873406,0.7502739415192554,28.950847493210592,1.4408694508181277
Everglades,2017,9,3.073992926827668,21.05603219019402,0.9994372237873406,0.8201937837461482,27.940266960737432,1.5
Everglades,2017,10,3.4883615453758536,21.05603219019402,0.9994372237873406,0.9307538745098323,25.788153620213322,1.5
Everglades,2017,11,3.2937242826470388,21.05603219019402,0.9994372237873406,0.9861908708141234,23.660945469746398,1.3366884179063923
Everglades,2017,12,2.825227096348571,21.05603219019402,0.9994372237873406,0.9932925134958168,21.299063852017174,1.1383634720851465
Everglades,2018,1,2.868647834912413,19.040789161394255,0.9995343076153836,0.9912235531162353,19.040789161394255,1.1581578727064015
Everglades,2018,2,1.8226585849363197,19.040789161394255,0.9995343076153836,0.9381249360908717,23.57447895760647,0.7774924801983013
Everglades,2018,3,1.9866837892014997,19.040789161394255,0.9995343076153836,0.9930724323028174,21.036042812493985,0.8005882573441708
Everglades,2018,4,1.8014999314572842,19.040789161394255,0.9995343076153836,0.8878431470675374,24.741912469506612,0.8120202891663553
Everglades,2018,5,3.1413085989876453,19.040789161394255,0.9995343076153836,0.8380720342432911,25.638601751661835,1.5
Everglades,2018,6,2.6268245143185567,19.040789161394255,0.9995343076153836,0.7008121931316835,27.5808566187861,1.5
Everglades,2018,7,2.366816951142051,19.040789161394255,0.9995343076153836,0.6488050657699371,28.22274212377265,1.459862491193891
Everglades,2018,8,2.497805651195558,19.040789161394255,0.9995343076153836,0.6664381256347183,28.008284579909073,1.4998959011424906
Everglades,2018,9,2.564144636532033,19.040789161394255,0.9995343076153836,0.6840897699796666,27.790478128029093,1.5
Everglades,2018,10,2.3753932619178855,19.040789161394255,0.9995343076153836,0.753970661452089,26.885781759082203,1.2607756568181483
Everglades,2018,11,2.639665805990988,19.040789161394255,0.9995343076153836,0.9166989107648451,24.119501001137742,1.152349061789168
Everglades,2018,12,2.7099177466521494,19.040789161394255,0.9995343076153836,0.987717246921525,21.537567240940177,1.097960150694244
Everglades,2019,1,3.193717481730914,19.620915681703128,0.9999229212692966,0.9912235531162353,19.620915681703128,1.2888975594899938
Everglades,2019,2,2.4432654333284627,19.620915681703128,0.9999229212692966,0.9680029808829645,23.162505660872146,1.009667570343486
Everglades,2019,3,1.8204373426313996,19.620915681703128,0.9999229212692966,0.9723368983233319,22.98047415493932,0.7489495202539779
Everglades,2019,4,2.318834897806698,19.620915681703128,0.9999229212692966,0.9032899150695939,25.000600298436424,1.0270296806427894
